As of Date,Fund,Trustee Fund Number,Trustee Fund Name,Donor Code,Donor Name ,Donor Agency,Fiscal Year of Agreement,Contributions Paid In (USD),Contributions Outstanding (USD),Total Contribution (USD),Status
09/12/2012,AHI,TF070515,Multi Donor Trust Fund for the Avian and Human Influenza Facility (AHI Facility),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$6572300.00,$0.00,$6572300.00,ACTN
09/12/2012,AHI,TF070515,Multi Donor Trust Fund for the Avian and Human Influenza Facility (AHI Facility),IS,Iceland,Iceland - Ministry of Foreign Affairs,2007,$200000.00,$0.00,$200000.00,ACTN
09/12/2012,AHI,TF070515,Multi Donor Trust Fund for the Avian and Human Influenza Facility (AHI Facility),SI,Slovenia,SLOVENIA -MINISTRY OF FOREIGN AFFAIRS,2007,$38373.00,$0.00,$38373.00,ACTN
09/12/2012,FS-7AL,TF070735,Multi Donor Trust Fund for the Capacity Building and Support to Implement the Integrated Planning System in Albania,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$2673918.20,$0.00,$2673918.20,ACTN
09/12/2012,FS-7AL,TF070735,Multi Donor Trust Fund for the Capacity Building and Support to Implement the Integrated Planning System in Albania,IT,Italy,Italy - Ministry of Foreign Affairs,2007,$368559.92,$0.00,$368559.92,ACTN
09/12/2012,FS-7AL,TF070735,Multi Donor Trust Fund for the Capacity Building and Support to Implement the Integrated Planning System in Albania,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$1420116.27,$0.00,$1420116.27,ACTN
09/12/2012,TL-FS,TF070322,Multi Donor Trust Fund for the Consolidation Support Program of the Democratic Republic of Timor-Leste,PT,Portugal,Institute for Portuguese Cooperation,2007,$500000.00,$0.00,$500000.00,LCLS
09/12/2012,TL-FS,TF070322,Multi Donor Trust Fund for the Consolidation Support Program of the Democratic Republic of Timor-Leste,PT,Portugal,GPEARI - formerly DGAERI,2007,$500000.00,$0.00,$500000.00,LCLS
09/12/2012,RPRS,TF070694,Multi Donor Trust Fund for the Country Strategy Action Plan to Enhance Quality of Corporate Financial Reporting in the Former Yugosl,AT,Austria,Austrian Development Agency GmbH,2007,$1100793.87,$0.00,$1100793.87,LCLS
09/12/2012,RPRS,TF070694,Multi Donor Trust Fund for the Country Strategy Action Plan to Enhance Quality of Corporate Financial Reporting in the Former Yugosl,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$2576706.94,$0.00,$2576706.94,LCLS
09/12/2012,DFSG,TF070629,Multi Donor Trust Fund for the Diagnostic Facility on Shared Growth,CH,Switzerland,Swiss Agency for Development and Cooperation (SDC),2007,$400000.00,$0.00,$400000.00,ACTN
09/12/2012,DFSG,TF070629,Multi Donor Trust Fund for the Diagnostic Facility on Shared Growth,DE,Germany,Germany-Deutsche Gesellschaft Fur Internationale Zusammenarbeit (GIZ),2007,$127910.00,$0.00,$127910.00,ACTN
09/12/2012,DFSG,TF070629,Multi Donor Trust Fund for the Diagnostic Facility on Shared Growth,FR,France,France - Agence Française de Developpement,2007,$210000.00,$0.00,$210000.00,ACTN
09/12/2012,DFSG,TF070629,Multi Donor Trust Fund for the Diagnostic Facility on Shared Growth,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$800000.00,$0.00,$800000.00,ACTN
09/12/2012,DFSG,TF070629,Multi Donor Trust Fund for the Diagnostic Facility on Shared Growth,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2007,$598787.35,$0.00,$598787.35,ACTN
09/12/2012,WBGTF,TF070598,Multi Donor Trust Fund for the Emergency Services Support Project for West Bank and Gaza (ESSP MDTF),AT,Austria,Austrian Development Agency GmbH,2007,$1257027.06,$0.00,$1257027.06,ACTN
09/12/2012,WBGTF,TF070598,Multi Donor Trust Fund for the Emergency Services Support Project for West Bank and Gaza (ESSP MDTF),BE,Belgium,Belgium Directorate General for Development Cooperation (DGDC),2007,$3278222.35,$0.00,$3278222.35,ACTN
09/12/2012,WBGTF,TF070598,Multi Donor Trust Fund for the Emergency Services Support Project for West Bank and Gaza (ESSP MDTF),CH,Switzerland,Swiss Agency for Development and Cooperation (SDC),2007,$2000498.36,$19.15,$2000517.51,ACTN
09/12/2012,WBGTF,TF070598,Multi Donor Trust Fund for the Emergency Services Support Project for West Bank and Gaza (ESSP MDTF),E1,European Commission/European Union,EU-Commission of the European Communities,2007,$13141127.48,$0.00,$13141127.48,ACTN
09/12/2012,WBGTF,TF070598,Multi Donor Trust Fund for the Emergency Services Support Project for West Bank and Gaza (ESSP MDTF),ES,Spain,Spain - Ministry of Foreign Affairs,2007,$19504451.39,$0.00,$19504451.39,ACTN
09/12/2012,WBGTF,TF070598,Multi Donor Trust Fund for the Emergency Services Support Project for West Bank and Gaza (ESSP MDTF),FR,France,"France - Ministry of Economy, Finance and Industry",2007,$3983458.47,$0.00,$3983458.47,ACTN
09/12/2012,WBGTF,TF070598,Multi Donor Trust Fund for the Emergency Services Support Project for West Bank and Gaza (ESSP MDTF),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$11377737.60,$0.00,$11377737.60,ACTN
09/12/2012,WBGTF,TF070598,Multi Donor Trust Fund for the Emergency Services Support Project for West Bank and Gaza (ESSP MDTF),IT,Italy,Italy - Ministry of Foreign Affairs,2007,$3245658.20,$0.00,$3245658.20,ACTN
09/12/2012,WBGTF,TF070598,Multi Donor Trust Fund for the Emergency Services Support Project for West Bank and Gaza (ESSP MDTF),NO,Norway,Norway - Ministry of Foreign Affairs,2007,$3527879.00,$0.00,$3527879.00,ACTN
09/12/2012,WBGTF,TF070598,Multi Donor Trust Fund for the Emergency Services Support Project for West Bank and Gaza (ESSP MDTF),SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2007,$6532364.61,$21130.39,$6553495.00,ACTN
09/12/2012,AFRHD,TF070327,Multi Donor Trust Fund for the Ethiopia Productive Safety Net Program,E1,European Commission/European Union,EU-Commission of the European Communities,2007,$25571814.18,$0.00,$25571814.18,LCLS
09/12/2012,AFRHD,TF055287,Multi Donor Trust Fund for the Ethiopia Productive Safety Nets Partnership,IE,Ireland,Ireland - Minister for Foreign Affairs/ Irish Aid,2007,$472585.00,$0.00,$472585.00,ACTN
09/12/2012,AFRHD,TF070801,Multi Donor Trust Fund for the Ethiopia Protection of Basic Services Co- Financing (Sub program A and C),E1,European Commission/European Union,EU-Commission of the European Communities,2007,$200823900.00,$0.00,$200823900.00,LCLS
09/12/2012,EITI,TF053509,Multi Donor Trust Fund for the Extractive Industries Transparency Initiative,AU,Australia,Australian Agency for International Development (AusAID),2007,$204950.00,$0.00,$204950.00,ACTN
09/12/2012,EITI,TF053509,Multi Donor Trust Fund for the Extractive Industries Transparency Initiative,BE,Belgium,Belgium Directorate General for Development Cooperation (DGDC),2007,$706593.65,$5.80,$706599.45,ACTN
09/12/2012,EITI,TF053509,Multi Donor Trust Fund for the Extractive Industries Transparency Initiative,CA,Canada,Canadian International Development  Agency (CIDA),2007,$1032918.19,$0.00,$1032918.19,ACTN
09/12/2012,EITI,TF053509,Multi Donor Trust Fund for the Extractive Industries Transparency Initiative,FR,France,France - Ministry of Foreign Affairs (including Ministry of Cooperation),2007,$250000.00,$0.00,$250000.00,ACTN
09/12/2012,EITI,TF053509,Multi Donor Trust Fund for the Extractive Industries Transparency Initiative,FR,France,"France - Ministry of Economy, Finance and Industry",2007,$250000.00,$0.00,$250000.00,ACTN
09/12/2012,EITI,TF053509,Multi Donor Trust Fund for the Extractive Industries Transparency Initiative,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$1083060.00,$0.00,$1083060.00,ACTN
09/12/2012,EITI,TF053509,Multi Donor Trust Fund for the Extractive Industries Transparency Initiative,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$1000000.00,$0.00,$1000000.00,ACTN
09/12/2012,EITI,TF053509,Multi Donor Trust Fund for the Extractive Industries Transparency Initiative,NO,Norway,Norway - Ministry of Foreign Affairs,2007,$838222.97,$0.00,$838222.97,ACTN
09/12/2012,INFOD,TF070385,Multi Donor Trust Fund for the Information for Development Program,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2007,$713453.70,$0.00,$713453.70,ACTN
09/12/2012,AFTFPD,TF070720,Multi Donor Trust Fund for the Kenya Private Sector Development and Shared Growth Project,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$442200.00,$0.00,$442200.00,LCLS
09/12/2012,AFRHD,TF070732,Multi Donor Trust Fund for the Protection of Basic Services Program Secretariat in Ethiopia,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$396920.00,$0.00,$396920.00,ACTN
09/12/2012,AFRHD,TF070732,Multi Donor Trust Fund for the Protection of Basic Services Program Secretariat in Ethiopia,IE,Ireland,Ireland - Minister for Foreign Affairs/ Irish Aid,2007,$127333.29,$0.00,$127333.29,ACTN
09/12/2012,AFRHD,TF070732,Multi Donor Trust Fund for the Protection of Basic Services Program Secretariat in Ethiopia,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$135830.00,$0.00,$135830.00,ACTN
09/12/2012,NBI,TF027862,Nile Basin Initiative Trust Fund,FI,Finland,Finland - Ministry for Foreign Affairs,2007,$1378110.00,$0.00,$1378110.00,ACTN
09/12/2012,SPTF,TF054140,Multi Donor Trust Fund for the Public Sector Technical Assistance Project Add-on Results Package,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$250000.00,$0.00,$250000.00,LCLS
09/12/2012,MNA-FS,TF070369,Multi Donor Trust Fund for the Red-Sea-Dead Sea Water Conveyance Feasibility Study and Environmental and Social Assessment,FR,France,France - Agence Française de Developpement,2007,$4610700.00,$0.00,$4610700.00,ACTN
09/12/2012,MNA-FS,TF070369,Multi Donor Trust Fund for the Red-Sea-Dead Sea Water Conveyance Feasibility Study and Environmental and Social Assessment,JP,Japan,Japan - Ministry of Finance,2007,$2000000.00,$0.00,$2000000.00,ACTN
09/12/2012,MNA-FS,TF070369,Multi Donor Trust Fund for the Red-Sea-Dead Sea Water Conveyance Feasibility Study and Environmental and Social Assessment,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$1499970.00,$0.00,$1499970.00,ACTN
09/12/2012,PH-MTF,TF054035,Multi Donor Trust Fund for the Republic of the Philippines' Mindanao Reconstruction and Development Program,CA,Canada,Canadian International Development  Agency (CIDA),2007,$920331.50,$0.00,$920331.50,ACTN
09/12/2012,PH-MTF,TF054035,Multi Donor Trust Fund for the Republic of the Philippines' Mindanao Reconstruction and Development Program,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2007,$3269823.27,$0.00,$3269823.27,ACTN
09/12/2012,MDSPWA,TF070731,Multi Donor Trust Fund for the Strategic Partnership with Africa,CA,Canada,Canadian International Development  Agency (CIDA),2007,$184066.30,$0.00,$184066.30,ACTN
09/12/2012,MDSPWA,TF070731,Multi Donor Trust Fund for the Strategic Partnership with Africa,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$159064.00,$0.00,$159064.00,ACTN
09/12/2012,WSP,TF070660,Multi Donor Trust Fund for Water and Sanitation Program East Asia and Pacific Region,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2007,$4981003.80,$0.00,$4981003.80,ACTN
09/12/2012,FS-7HD,TF070367,Multi Donor Trust Fund in support of the Decade of Roma Inclusion,BG,Bulgaria,Republic of Bulgaria,2007,$26334.15,$0.00,$26334.15,ACTN
09/12/2012,MDTFNS,TF054724,National Multi Donor Trust Fund for North Sudan ( MDTF -NS),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$5256680.00,$0.00,$5256680.00,ACTN
09/12/2012,CARBON,TF070493,NECAF - MAIN TF FOR BANK  FEE,NL,Netherlands,"Netherlands - Ministry of Economic Affairs, Agriculture and Innovation",2007,$66901.41,$0.00,$66901.41,ACTN
09/12/2012,FS-SP,TF070714,Nepal: Social Inclusion Action Programme,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$1001515.91,$0.00,$1001515.91,ACTN
09/12/2012,VN-FS,TF070643,NETHERLANDS COFINANCING - VIETNAM FIFTH POVERTY REDUCTION SUPPORT OPERATION,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$30754642.03,$0.00,$30754642.03,LCLS
09/12/2012,IFC,TF050697,Netherlands Technical Assistance Trust Fund (TATF),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$890540.00,$0.00,$890540.00,ACTN
09/12/2012,IFC,TF050599,Netherlands/International Finance Corporation Small and Medium Enterprise (SME) Business Enabling Environment Program,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$381660.00,$0.00,$381660.00,ACTN
09/12/2012,MN-FS,TF070750,Netherlands-Mongolia Trust Fund for Environmental Reform (Phase II),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$4999759.75,$240.25,$5000000.00,ACTN
09/12/2012,DRF,TF070712,Nicaragua Commercial Debt Buyback Program,FI,Finland,Finland - Ministry for Foreign Affairs,2007,$2025900.00,$0.00,$2025900.00,LCLS
09/12/2012,DRF,TF070712,Nicaragua Commercial Debt Buyback Program,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$3500000.00,$0.00,$3500000.00,LCLS
09/12/2012,DRF,TF070712,Nicaragua Commercial Debt Buyback Program,NL,Netherlands,Netherlands-Minister of Foreign Affairs,2007,$3028300.00,$0.00,$3028300.00,LCLS
09/12/2012,DRF,TF070712,Nicaragua Commercial Debt Buyback Program,NO,Norway,Norway - Ministry of Foreign Affairs,2007,$9866798.22,$0.00,$9866798.22,LCLS
09/12/2012,DRF,TF070712,Nicaragua Commercial Debt Buyback Program,RU,Russian Federation,Government of the Russian Federation,2007,$5000000.00,$0.00,$5000000.00,LCLS
09/12/2012,DRF,TF070712,Nicaragua Commercial Debt Buyback Program,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2007,$5097433.81,$0.00,$5097433.81,LCLS
09/12/2012,IFC,TF070719,Nicaragua Sustainable Wood Supply Chain Project,CA,Canada,Canadian International Development  Agency (CIDA),2007,$943258.70,$0.00,$943258.70,LCLS
09/12/2012,NBI,TF027862,Nile Basin Initiative Trust Fund,CA,Canada,Canadian International Development  Agency (CIDA),2007,$8930317.47,$0.00,$8930317.47,ACTN
09/12/2012,NBI,TF027862,Nile Basin Initiative Trust Fund,FR,France,France - Agence Française de Developpement,2007,$4860150.01,$0.00,$4860150.01,ACTN
09/12/2012,NBI,TF027862,Nile Basin Initiative Trust Fund,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$15000000.00,$0.00,$15000000.00,ACTN
09/12/2012,NBI,TF027862,Nile Basin Initiative Trust Fund,NO,Norway,Norwegian Agency for Development Cooperation (NORAD),2007,$1686522.22,$0.00,$1686522.22,ACTN
09/12/2012,NBI,TF027862,Nile Basin Initiative Trust Fund,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2007,$1908340.91,$0.00,$1908340.91,ACTN
09/12/2012,WBGTF,TF070599,Northern Gaza Emergency Sewage Treatment Project,E1,European Commission/European Union,EU-Commission of the European Communities,2007,$3957009.34,$3875268.04,$7832277.38,ACTN
09/12/2012,BALANC,TF029001,Norway Ministry of Foreign Affairs - Refund to Donor Account,NO,Norway,Norway - Ministry of Foreign Affairs,2007,$0.00,$10446409.92,$10446409.92,ACTN
09/12/2012,IFC,TF023110,NORWAY/IFC: EASTERN & CENTRAL EURO./CIS,NO,Norway,Norway - Ministry of Foreign Affairs,2007,$23829.41,$0.00,$23829.41,LCLS
09/12/2012,IFC,TF024260,Norwegian Agency for Development (NORAD)/IFC Trust Fund to provide financing for Technical Assistance Activities in Developing Coun,NO,Norway,Norwegian Agency for Development Cooperation (NORAD),2007,$383158.94,$0.00,$383158.94,ACTN
09/12/2012,IFC,TF070588,Norwegian Agency for Development (NORAD)/Private Enterprise Partnership Africa (PEP-Africa) Holding Trust Fund,NO,Norway,Norwegian Agency for Development Cooperation (NORAD),2007,$1213224.57,$0.00,$1213224.57,LCLS
09/12/2012,AAPI,TF070604,Norwegian AIDS Trust Fund for Africa,NO,Norway,Norway - Ministry of Foreign Affairs,2007,$814995.93,$0.00,$814995.93,LCLS
09/12/2012,GENTF,TFM53580,Norwegian Assistance for Gender Mainstreaming,NO,Norway,Norway - Ministry of Foreign Affairs,2007,$799808.05,$0.00,$799808.05,ACTN
09/12/2012,IFC,TF070671,Organic Honey Production Project in the North East of Turkey,TR,Turkey,DO NOT USE -BAKU-TBILISI-CEYHAN,2007,$180000.00,$0.00,$180000.00,ACTN
09/12/2012,OTF,TF020075,OTF (OZONE PROJECTS TRUST FUND-MAIN),U2,UNITED NATIONS ENVIRONMENT PROGRAMME,UN-UNITED NATIONS ENVIRONMENT PROGRAMME (UNEP),2007,$104394499.00,$0.00,$104394499.00,ACTN
09/12/2012,PK-PRS,TF070655,Pakistan Poverty Reduction Support Trust Fund,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$8573559.97,$0.00,$8573559.97,LCLS
09/12/2012,PAC-FS,TF070633,Palau - Petroleum Multi Donor Trust Fund,AU,Australia,Australian Agency for International Development (AusAID),2007,$120078.50,$0.00,$120078.50,LCLS
09/12/2012,PAC-FS,TF070633,Palau - Petroleum Multi Donor Trust Fund,DK,Denmark,Dept of Foreign Affairs-Faroe Faroe Islands,2007,$115000.00,$0.00,$115000.00,LCLS
09/12/2012,IFC,TF051740,PENGEMBANGAN USAHA - Program for Eastern Indonesia Small and Medium Enterprise (SME) Assistance (PENSA),JP,Japan,Japan - Ministry of Finance,2007,$500000.00,$0.00,$500000.00,LCLS
09/12/2012,IFC,TF051740,PENGEMBANGAN USAHA - Program for Eastern Indonesia Small and Medium Enterprise (SME) Assistance (PENSA),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$1017760.00,$0.00,$1017760.00,LCLS
